title,episodes,type
Komaneko no Christmas: Maigo ni Natta Present,1.0,movie
Konchuu Monogatari Mitsubachi Hutch: Yuuki no Melody,1.0,movie
Koneko no Chi: Ponponra Daibouken,51.0,tv
Koneko no Chi: Ponponra Dairyokou,25.0,tv
Kong Tian Zhandui: Zui Xing Shou Dazhan,1.0,movie
Konglong Baobao Man Youji: Wenming Baodian,72.0,tv
Konglong Baobao Man Youji: Wo Ai Wojia,144.0,tv
Konglong Baobei: Longshen Yongshi,52.0,tv
Konglong Baobei: Longshen Yongshi 2,52.0,tv
Konglong Baobei: Longshen Yongshi 3,52.0,tv
Konglong Baobei: Shiluo De Wenming,52.0,tv
Konglong Weiji: Konglong Guilai,26.0,tv
Konjiki no Gash Bell!!: 101 Banme no Mamono,1.0,movie
Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,1.0,ova
Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,1.0,movie
Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko,1.0,ova
Konnichiwa Anne: Before Green Gables,39.0,tv
Konnichiwa Anne: Before Green Gables Specials,2.0,ova
Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,13.0,tv
Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e - Ai no Tsugumi Ryou Gekijou,5.0,special
"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",1.0,ova
Kono Sekai no Tanoshimikata: Secret Story Film,1.0,movie
Kono Shihai kara no Sotsugyou: Ozaki Yutaka,1.0,ova
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,1.0,ova
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,1.0,movie
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO: Mugen no Heiretsu Sekai,1.0,special
Konpeki no Kantai: Sourai Kaihatsu Monogatari,1.0,special
Korakuen Yuuenchi: Luna Park,1.0,special
Korashime 2: Kyouikuteki Depaga Shidou,,ova
Kore ga Masakano Are deshita: Wakamono no Shoushisha Higai,1.0,ona
"Kore wa Zombie desu ka? of the Dead: Hai, Minotake ni Attemasu",1.0,ova
Koroshiya 1 The Animation: Episode 0,1.0,ova
Koroshiya-san: The Hired Gun,10.0,tv
Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu,1.0,ova
Kotoura-san: Haruka no Heya,6.0,ona
Kotowa Jiten: Hetana Teppou mo Kazu Ucha Ataru!,1.0,special
Kotowari: Kimi no Kokoro no Koboreta Kakera,2.0,ova
Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu,1.0,movie
Kouchuu Ouja Mushiking: Greatest Champion e no Michi,1.0,movie
Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,52.0,tv
Kouin Tenshi: Haitoku no Lycéenne,1.0,ova
Koukaku Kidoutai Arise: Alternative Architecture,10.0,tv
Koukaku Kidoutai Arise: Another Mission,1.0,special
Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,1.0,movie
Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers,1.0,movie
Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears,1.0,movie
Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,1.0,movie
Koukaku Kidoutai Arise: Ghost in the Shell - Logicoma Specials,4.0,special
Koukaku Kidoutai: Ghost Chaser,1.0,movie
Koukaku Kidoutai: SAC_2045,12.0,ona
Koukaku Kidoutai: SAC_2045 - Jizoku Kanou Sensou,1.0,movie
Koukaku Kidoutai: SAC_2045 Movie,1.0,movie
Koukaku Kidoutai: SAC_2045 Season 2,12.0,ona
Koukaku Kidoutai: Shin Movie,1.0,movie
Koukaku Kidoutai: Stand Alone Complex,26.0,tv
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,1.0,special
Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi,1.0,special
Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D,1.0,movie
Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D - Tachikoma na Hibi,3.0,special
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi,26.0,special
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),12.0,tv
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi - Interval,3.0,special
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,1.0,special
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi,1.0,special
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,26.0,tv
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,1.0,special
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,1.0,special
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,26.0,special
Koukaku no Pandora: Pandoradio,6.0,special
Koukyoushihen Eureka Seven Hi-Evolution 2: Anemone,1.0,movie
Koukyoushihen Eureka Seven Hi-Evolution 3: Eureka,1.0,movie
Koukyoushihen Eureka Seven: Kinkyuu Tokuban Navigation ray=out,1.0,special
Koukyoushihen Eureka Seven: New Order,1.0,special
Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,1.0,movie
Kouryuu no Mimi: Mina no Shou,2.0,ova
Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,1.0,movie
Koutetsujou no Kabaneri Movie 2: Moeru Inochi,1.0,movie
Koutetsujou no Kabaneri Movie 3: Unato Kessen,1.0,movie
"Koutsuu Anzen Inu ""Signal"" no Oyako Nikki: Tobidashi Chuui",1.0,ova
Kouya no Kotobuki Hikoutai Gaiden: Oozora no Harukaze Hikoutai,12.0,ona
Kowarekake no Orgel: Manner Movie,1.0,movie
Kowaremono: Risa Plus The Animation,1.0,ova
Kowaremono: Risa The Animation,1.0,ova
Ku Bao Jiazu: Xiao Tu Xiou,130.0,tv
Ku Jie de Kexue Zhi Lu: Chao Xia Xiao Tegong,8.0,tv
Ku Jie de Kexue Zhi Lu: Fengkuang de Zhiwu,15.0,tv
Ku Jie de Kexue Zhi Lu: Haiyang Tanmi,15.0,tv
Ku Jie de Kexue Zhi Lu: Konglong Da Zuozhan,15.0,tv
Ku Jie de Kexue Zhi Lu: Liugan Bingdu,16.0,tv
Ku Jie de Kexue Zhi Lu: Renti Aomi,15.0,tv
Ku Jie de Kexue Zhi Lu: Senlin Tanxian,16.0,tv
Ku Jie de Kexue Zhi Lu: Shiqian Dongwu,15.0,tv
Ku Jie de Kexue Zhi Lu: Wu Tou Hua Kai,15.0,tv
Ku Jie de Kexue Zhi Lu: Xunzhao Zhongguo Long,15.0,tv
Ku Jie de Kexue Zhi Lu: Ziwo Baohu,15.0,tv
Kuaile Baobei: Bai Bian Zimu,26.0,tv
Kuaile Baobei: Cheng Chang Riji,20.0,tv
Kuaile Baobei: Duo Mi Chengzhang Ji,80.0,tv
Kuaile Baobei: Duocai Shenghuo,20.0,tv
Kuaile Baobei: Huanle Jiaqi,20.0,tv
Kuaile Baobei: Huoli Jiating,20.0,tv
Kuaile Baobei: Xingqu Mofang,26.0,tv
Kuaile Modeng: Chengzhang de Lequ,78.0,tv
Kuaile Modeng: Shenghuo Xiao Baike,26.0,tv
Kuaile Modeng: You Ai Shenghuo,78.0,tv
Kuaile Peng Chacha: Guo Cha Cunzhuang de Mimi,26.0,tv
Kuaile Tuo Mo Ta: Baoxiao Cheng Yuhui,38.0,tv
Kuaile Tuo Mo Ta: Chengyu Da Cidian,52.0,tv
Kuaile Tuo Mo Ta: Xiao Zhen Le Fantian,52.0,tv
Kuaile Xing Mao Zhi: Mingsheng Pian,13.0,tv
Kuaile Xing Mao: Mingsheng Pian 2nd Season,26.0,tv
Kuaile Xing Mao: Shuihu Zhuan,9.0,tv
Kuaile Xing Mao: Tangshi Pian,13.0,tv
Kuaile Xiong Doudou: Hanzi Baobao,26.0,tv
Kuaile Xiong Doudou: Wenzi de Liliang,26.0,tv
Kubikiri Cycle: Aoiro Savant to Zaregotozukai,8.0,ova
Kugutsu Ai: Doura Gaiden,1.0,ova
Kuiba II: Dazhan Yuan Yang Jie,1.0,movie
Kuiba III: Zhanshen Jue Qi,1.0,movie
Kuiba: Shiwanhuoji,1.0,movie
Kujakuou: Sengoku Tensei,1.0,ona
Kuku Xiaoji Zheng Zhuan: Gou Gou Dao,208.0,tv
Kukuriraige: Sanseitai Denki,1.0,movie
Kuma no Gakkou: Jackie no Ohoshi-sama,1.0,movie
Kuma no Gakkou: Jackie to Katie,1.0,movie
Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets,1.0,movie
Kung Fu Jiazu: Ben Ben Shu,30.0,ona
Kung Fu Long: Xiao Xiban Da Zhihui,52.0,tv
Kung Fu Long: Xue Xiaofang,20.0,tv
Kung Fu Long: Yuetuan Tuan,26.0,tv
Kung Fu Si Xia: Yong Chuang Digong,1.0,movie
Kunta: Fan Zhuan Xingqiu,1.0,movie
Kunta: Yin Wei Suoyi,26.0,tv
Kuragehime: Eiyuu Retsuden☆,4.0,special
Kuragehime: Soreike! Amars Tankentai,6.0,special
Kuro Ai: Hitoyozumakan Inkou Rannyuuroku,2.0,ova
Kuro no Su: Chronus,1.0,movie
Kurohime: Shikkoku no Yakata,2.0,ova
Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,6.0,ova
Kurokami The Animation: Akane-sensei no Kankokugo Kouza,8.0,special
Kurokami: Intermission,1.0,special
Kurokami: Tora to Tsubasa,1.0,special
Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,1.0,movie
Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,1.0,movie
Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,1.0,movie
Kuroko no Basket Movie 4: Last Game,1.0,movie
Kuroko no Basket: Baka ja Katenai no yo!,1.0,ova
Kuroko no Basket: Last Game NG-shuu,1.0,special
Kuroko no Basket: Mou Ikkai Yarimasen ka,1.0,special
Kuroko no Basket: Oshaberi Demo Shimasen ka,1.0,special
Kuroko no Basket: Oshaberi Shiyokka,1.0,special
Kuroko no Basket: Oshaberi Shiyou ka,1.0,special
Kuroko no Basket: Saikou no Present desu,1.0,special
Kuroko no Basket: Tip Off,1.0,special
Kuroshitsuji Movie: Book of the Atlantic,1.0,movie
Kuroshitsuji: Book of Circus,10.0,tv
Kuroshitsuji: Book of Murder,2.0,ova
"Kuroshitsuji: Sono Shitsuji, Kougyou",1.0,special
Kuruneko: Kurunekobin,4.0,special
Kuruneko: Nyaalock Holmes no Bouken,4.0,special
Kurutta Kyoutou: Danzai no Gakuen,1.0,ova
Kuunyan no Koutsuu Anzen: Tadashii Jitensha no Norikata,1.0,ova
"Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari",1.0,ova
Kyojin no Hoshi: Chizome no Kesshousen,1.0,movie
Kyojin no Hoshi: Dai League Ball,1.0,movie
Kyojin no Hoshi: Ike Ike Hyuuma,1.0,movie
Kyojin no Hoshi: Shukumei no Taiketsu,1.0,movie
Kyojin no Hoshi: Tokubetsu-hen - Hanagata Mitsuru,13.0,tv
Kyokugen Dasshutsu Adv: Zennin Shibou desu Prologue,1.0,ona
Kyonyuu Onna Senshi: Dogeza Saimin,2.0,ova
Kyonyuu Try!: Tanki Shuuchuu Chichi Momi Lesson,1.0,ova
Kyoto Animation Koushiki Twitter: Itsumo Arigatou,1.0,ona
Kyoto Animation: Ajisai-hen,1.0,special
Kyoto Animation: Hana-hen,1.0,special
Kyoto Animation: Hassou-hen,1.0,special
Kyoto Animation: Hoshi-hen,1.0,special
Kyoto Animation: Ikitaku Naru Omise-hen,1.0,special
Kyoto Animation: Kasa-hen,1.0,special
Kyoto Animation: Megane-hen,1.0,special
Kyoto Animation: Meiji-hen,1.0,special
Kyoto Animation: Sora-hen,1.0,special
Kyoto Animation: Souzou-hen,1.0,special
Kyoto Animation: Suiei-hen,1.0,special
Kyou no 5 no 2 (TV): Takarabako,1.0,ova
Kyou no 5 no 2 Kagai Jugyou: Mizukake,1.0,special
"Kyou, Watashi no Monogatari ga Hashirimasu.: Another Side-hen",1.0,ona
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,13.0,tv
Kyouhaku II (Second): Mou Hitotsu no Ashita The Animation,3.0,ova
Kyouhaku: Owaranai Ashita,3.0,ova
Kyouhaku: Owaranai Ashita - Special Stage,1.0,special
Kyoukai Senki: Kyokkou no Souki,6.0,ona
Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,1.0,movie
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,1.0,movie
Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,5.0,ona
Kyoukai no Kanata: Mini Gekijou,7.0,special
Kyoukai no Kanata: Shinonome,1.0,special
Kyoukaisenjou no Horizon: Kyokutou Naruhodo Kouza,4.0,ona
Kyouki Sanmyaku: Naked Peak,1.0,movie
L/R: Licensed by Royal,12.0,tv
L/R: Licensed by Royal Special,1.0,special
LB Commerce: Omoi yo Todoke!,1.0,ona
LIP×LIP CM: Satsuei no Uragawa,1.0,ona
LOL: Lots of Laugh,1.0,music
Lalala Lala-chan: Lala to Mainichi,12.0,tv
Lalala Lala-chan: Patapata Daisensou,12.0,tv
Lang Ge Tu Yu Tu Ge Lang: Xunfang Taohuayuan,32.0,tv
Lao Fu Zi: Mojie Meng Zhanji,13.0,tv
Lao Fu Zi: Mojie Meng Zhanji II,13.0,tv
Lao Fu Zi: Xiao Shui Hu Chuan Qi,1.0,movie
Laoshu Biji: Shenhai Tanxian,300.0,tv
Laoshu Biji: Tanmi Chengshi,500.0,tv
Laoshu Biji: Xing You Tianxia,500.0,tv
Laoying Zhu Xiao Ji: Zhi Dou Fuhao Cheng,52.0,tv
Laoying Zhua Xiao Ji: Chengshi Huwei Dui,26.0,tv
Laoying Zhua Xiao Ji: Mowang Shijie Da Maoxian,52.0,tv
Laoying Zhua Xiao Ji: Zhengjiu Meishi Cheng,52.0,tv
Lapis Re:LiGHTs,12.0,tv
Last Exile: Doyou no Asa,3.0,special
Last Exile: Ginyoku no Fam,21.0,tv
Last Exile: Ginyoku no Fam - Adjournment,2.0,special
Last Exile: Ginyoku no Fam Movie - Over the Wishes,1.0,movie
"Last Night, Good Night (Re:Dialed): Pharrell Williams Remix",1.0,music
Last Period: Owarinaki Rasen no Monogatari,12.0,tv
Last Waltz: Hakudaku Mamire no Natsu Gasshuku,2.0,ova
Layton Mystery Tanteisha: Katri no Nazotoki File,50.0,tv
Legend of Basara: Shinbashi Theater,1.0,special
Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,1.0,ova
Legend of Lemnear: Kyokuguro no Tsubasa Valkisas Pilot Film,1.0,special
Legendz: Yomigaeru Ryuuou Densetsu,50.0,tv
Lei Su Deng: Yi Fei Chong Tian,52.0,tv
Lele Xiong: Mira Lixian Ji,10.0,tv
Leonardo Hakase to Kirin-mura no Nakama desho: Halloween Party da yo Kirin-mura!,1.0,special
Les Misérables: Shoujo Cosette,52.0,tv
Les Misérables: Shoujo Cosette Specials,2.0,ova
Let's Go Nakama-tachi!: Bokura to Hakase no Bouka no Chikai,1.0,ova
Li Shi Zhentan Shiwusuo: A Day in Lungmen,6.0,ona
Li Shi Zhentan Shiwusuo: A Day in Lungmen - Home Service,1.0,ona
Li Shi Zhentan Shiwusuo: A Day in Lungmen - Liang Xiaoshi Jiaqi,1.0,ona
Li Shi Zhentan Shiwusuo: A Day in Lungmen - Once Upon a Time in Lungmen,1.0,ona
Lian Ti Shi Wan Ceng: Wo Yang De Gou Dou Shi Dadi,100.0,ona
Liang Zhi Xiao Zhu: Yong Chuang Shenmi Dao,1.0,movie
Life: Jinsei no Taisetsu na Toki ni...,1.0,ona
Lightning Trap: Leina & Laika,1.0,ova
Lime-iro Senkitan: Nankoku Yume Roman,2.0,ova
Line Offline: Salaryman,114.0,tv
Ling Ba Xue Tang: Bei Chi Diao de Chengyu Xilie,104.0,tv
Ling Long: Incarnation,6.0,ona
Ling Long: Incarnation Final Chapter,2.0,ona
Ling Long: Incarnation Middle Chapter,1.0,ona
Ling Long: Incarnation Part 2,6.0,ona
Ling Long: Incarnation Special,1.0,ona
Little Charo 4: Eigo de Aruku New York,36.0,tv
Little Charo: Touhoku-hen,12.0,tv
"Little Polar Bear: Shirokuma-kun, Doko e?",1.0,movie
"Little Polar Bear: Shirokuma-kun, Fune ni Noru",1.0,ova
Little Twins: Bokura no Natsu ga Tondeiku,1.0,movie
Little Witch Academia: Mahoujikake no Parade,1.0,movie
Little Wonders: Sneeze,1.0,special
Lo Re: Pako Sukusuku Mizuki-chan The Animation,1.0,ova
Lodoss-tou Senki: Eiyuu Kishi Den,27.0,tv
Log Horizon: Entaku Houkai,12.0,tv
Long Gui: Long Xing Tianxia,52.0,tv
Long Hu Ji: Zhongyi Guanyunzhang,1.0,ona
Long Taizi: Yanre Xingqiu Zhi Mi,50.0,tv
Long Taizi: Yinhe Da Maoxian,50.0,tv
Long Zhi Gu: Jingling Wangzuo,1.0,movie
Long Zhi Gu: Poxiao Qibing,1.0,movie
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,13.0,tv
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note - Hakamori to Neko to Majutsushi,1.0,special
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note Special,1.0,special
Lord of Vermilion: Guren no Ou,12.0,tv
Lostorage Conflated WIXOSS: Missing Link,1.0,ova
Love Bitch: Yasashii Onna,1.0,ova
Love Hina Christmas Special: Silent Eve,1.0,special
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,1.0,special
"Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""",1.0,special
Love Kome: We Love Rice,12.0,tv
Love Kome: We Love Rice Nikisaku,12.0,tv
Love Live! Nijigasaki Gakuen School Idol Doukoukai: Next Sky,1.0,ova
Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Encore Animation,1.0,special
Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,3.0,special
Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,1.0,movie
Love Live! The School Idol Movie: Gekijou Manner CM,4.0,movie
Love Live! μ's Go→Go! LoveLive! 2015: Dream Sensation!,4.0,special
Love Machine: Animaid Shoufu 23-gou,2.0,ova
Love Me: Kaede to Suzu The Animation,2.0,ova
Love Position: Halley Densetsu,1.0,ova
Love Stage!!: Chotto ja Nakutte,1.0,ova
Love x Holic: Miwaku no Otome to Hakudaku Kankei - The Animation,2.0,ova
Love: Sayonara wa Iwanai,1.0,music
Lovedol: Lovely Idol,12.0,tv
Lovedol: Lovely Idol OVA,1.0,ova
Lovely Day: Boku to Kanojo no Nana Nichikan,1.0,ova
Lovely Movie: Itoshi no Muco,20.0,tv
Lovely Movie: Itoshi no Muco Season 2,22.0,tv
Lovely Movie: Itoshi no Muco Specials,3.0,special
Lucky☆Star: Original na Visual to Animation,1.0,ova
Ludou Wa: Gongyi Xilie,46.0,ona
Lulin Da Maoxian: Tangguo Shijie,1.0,movie
Luna-tan: 1-mannen no Himitsu,10.0,ona
Luo Xiao Hei Zhan Ji: Fan Wai,5.0,ona
Luo Xiao Hei Zhan Ji: Zhongsheng Zhi Men,12.0,ona
Luoke Wangguo Da Maoxian 3: Bada Huizhang,40.0,tv
Lupin III (2015): Italian Game,1.0,special
Lupin III vs. Detective Conan: The Movie,1.0,movie
Lupin III: $1 Money Wars,1.0,special
Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,1.0,special
Lupin III: Alcatraz Connection,1.0,special
Lupin III: Babylon no Ougon Densetsu,1.0,movie
Lupin III: Bye Bye Liberty - Kiki Ippatsu!,1.0,special
Lupin III: Cagliostro no Shiro,1.0,movie
Lupin III: Chi no Kokuin - Eien no Mermaid,1.0,special
Lupin III: Dead or Alive,1.0,movie
"Lupin III: Episode 0 ""First Contact""",1.0,special
Lupin III: Fuuma Ichizoku no Inbou,1.0,movie
Lupin III: Goodbye Partner,1.0,special
Lupin III: Green vs. Red,1.0,ova
Lupin III: Harimao no Zaihou wo Oe!!,1.0,special
Lupin III: Hemingway Paper no Nazo,1.0,special
Lupin III: Honoo no Kioku - Tokyo Crisis,1.0,special
Lupin III: Ikiteita Majutsushi,1.0,ova
Lupin III: Kiri no Elusive,1.0,special
Lupin III: Kutabare! Nostradamus,1.0,movie
Lupin III: Lupin Ansatsu Shirei,1.0,special
Lupin III: Lupin Ikka Seizoroi,1.0,special
Lupin III: Lupin vs. Fukusei-ningen,1.0,movie
Lupin III: Lupin wa Ima mo Moete Iru ka?,1.0,ova
Lupin III: Moeyo Zantetsuken!,1.0,special
Lupin III: Napoleon no Jisho wo Ubae,1.0,special
Lupin III: Nusumareta Lupin,1.0,special
Lupin III: Otakara Henkyaku Daisakusen!!,1.0,special
Lupin III: Part 5,24.0,tv
Lupin III: Part 6,24.0,tv
Lupin III: Part 6 - Jidai,1.0,special
Lupin III: Part II,155.0,tv
Lupin III: Part III,50.0,tv
Lupin III: Pilot Film,1.0,movie
Lupin III: Pilot Film (1978),1.0,movie
Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,1.0,special
Lupin III: Prison of the Past,1.0,special
Lupin III: Russia yori Ai wo Komete,1.0,special
Lupin III: Seven Days Rhapsody,1.0,special
Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,1.0,special
Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,1.0,special
Lupin III: The First,1.0,movie
Lupin III: The Last Job,1.0,special
Lupin III: Touhou Kenbunroku - Another Page,1.0,special
Lupin III: Twilight Gemini no Himitsu,1.0,special
Lupin III: Walther P38,1.0,special
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,1.0,movie
Lupin the IIIrd: Jigen Daisuke no Bohyou,1.0,movie
Lupin the IIIrd: Mine Fujiko no Uso,1.0,movie
Lupin the Third: Mine Fujiko to Iu Onna,13.0,tv
M Ogui: Last Order,1.0,ova
M.E.M.: Yogosareta Junketsu,2.0,ova
M3: Sono Kuroki Hagane,24.0,tv
M3: Sono Kuroki Hagane Recap,1.0,ona
MAPS: Densetsu no Samayoeru Seijin-tachi,1.0,movie
Mabeob Chunjamun: Daemawang-ui Buhwal-eul Mag-ala,1.0,movie
Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,4.0,ova
Machikado Mazoku: 2-choume,12.0,tv
Machikado Mazoku: 2-choume Mini,25.0,ona
Machine Robo: Butchigiri Battle Hackers,31.0,tv
Machine Robo: Cronos no Dai Gyakushuu,47.0,tv
"Machine Robo: Leina, The Legend of Wolf Blade",3.0,ova
Macross 25-shuunen Kinen: All That VF Macross F Version,1.0,ona
Macross 25-shuunen Kinen: All That VF Macross Zero Version,1.0,ona
Macross 7 Movie: Ginga ga Ore wo Yondeiru!,1.0,movie
Macross F Movie 1: Itsuwari no Utahime,1.0,movie
Macross F Movie 2: Sayonara no Tsubasa,1.0,movie
Macross F Music Clip Shuu: Nyankuri,1.0,music
Macross F: Choujikuu Gekijou,1.0,ova
Macross F: Close Encounter - Deculture Edition,1.0,special
Macross FB7: Ore no Uta wo Kike!,1.0,movie
Macross II: Lovers Again,6.0,ova
Macross Δ Movie 2: Zettai Live!!!,1.0,movie
Macross Δ Movie: Gekijou no Walküre,1.0,movie
Macross Δ Movie: Gekijou no Walküre Specials,2.0,special
Macross Δ: Delta Shougekijou,9.0,special
Macross: Do You Remember Love?,1.0,movie
Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,13.0,ona
Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu Episode 0,1.0,ona
Made in Abyss Movie 1: Tabidachi no Yoake,1.0,movie
Made in Abyss Movie 2: Hourou Suru Tasogare,1.0,movie
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,1.0,movie
Made in Abyss: Retsujitsu no Ougonkyou,12.0,tv
Made in Abyss: Retsujitsu no Ougonkyou (Zoku-hen),,
Made in Abyss: Retsujitsu no Ougonkyou - Papa to Issho,1.0,special
Madonna: Kanjuku Body Collection,1.0,ova
Madou King Granzort: Bouken-hen,3.0,ova
Madou King Granzort: Nonstop Rabi,1.0,special
Madou King Granzort: Saigo no Magical Taisen,2.0,ova
Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,26.0,tv
Mafukiden: Pandarian,26.0,tv
Magatsu Wahrheit: Zuerst,12.0,tv
Magi: Sinbad no Bouken,5.0,ova
Magi: Sinbad no Bouken (TV),13.0,tv
Magi: The Kingdom of Magic,25.0,tv
Magi: The Labyrinth of Magic,25.0,tv
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,13.0,tv
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya,8.0,tv
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya Recap,1.0,special
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Final Season - Asaki Yume no Akatsuki,4.0,special
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden PV,,special
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Recaps,3.0,special
Magic Adventures: The Crystal of Dark,52.0,tv
Magic-kyun! First Live: Hoshinomori Summer Festa 2017 Encore Animation,1.0,special
Magical Halloween: Miracle★Quartet,2.0,music
Magical Witch Academy: Boku to Sensei no Magical Lesson The Animation,2.0,ova
Magical★Taruruuto-kun: Moeru! Yuujou no Mahou Taisen,1.0,movie
Magical★Taruruuto-kun: Sukisuki Takoyaki!,1.0,movie
Mahjong Hishouden: Naki no Ryuu,3.0,ova
MahoYome: Aisatsu,1.0,ona
Mahoraba: Heartful days,26.0,tv
Mahoromatic: Automatic Maiden,12.0,tv
Mahoromatic: Motto Utsukushii Mono,14.0,tv
Mahoromatic: Tadaima Okaeri,2.0,special
Mahou Sensei Negima! Movie: Anime Final,1.0,movie
Mahou Sensei Negima!: Introduction Film,3.0,ova
Mahou Sensei Negima!: Mou Hitotsu no Sekai,4.0,ova
Mahou Sensei Negima!: Mou Hitotsu no Sekai Extra - Mahou Shoujo Yue♥,1.0,ova
Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,3.0,ova
Mahou Senshi Sweet Knights: Heroine Ryoujoku Shirei,2.0,ova
Mahou Shoujo Ai San: The Anime,3.0,ova
Mahou Shoujo Ikusei Keikaku: Restart,,
Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,1.0,movie
Mahou Shoujo Lyrical Nanoha ViVid: Special Program,1.0,special
Mahou Shoujo Lyrical Nanoha: Detonation,1.0,movie
Mahou Shoujo Lyrical Nanoha: Lyrical Toy Box,1.0,music
Mahou Shoujo Lyrical Nanoha: Reflection,1.0,movie
Mahou Shoujo Lyrical Nanoha: The Movie 1st,1.0,movie
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,1.0,movie
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's Mini Picture Drama,2.0,special
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,1.0,movie
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,1.0,movie
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,1.0,movie
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,4.0,movie
Mahou Shoujo Madoka★Magica Movie 4: Walpurgis no Kaiten,1.0,movie
Mahou Shoujo Madoka★Magica: Concept Movie,1.0,movie
